0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
120,10,2,52,0,0,16,28,16,16,97,142,142,76,25,8,0,80,3,4,18,53,47,3,2,34,62,39,3,1,0,0,5,15,7,0,2,23,0,180,0,63,15,14,26,46,277
137,10,6,50,3,3,26,31,17,16,170,145,233,68,98,6,1,59,3,26,23,91,43,7,7,47,82,73,34,16,1,0,9,30,3,0,0,28,0,255,5,132,22,17,65,79,230
96,15,11,96,2,6,24,29,49,17,198,139,226,123,95,2,14,59,10,78,25,67,37,12,18,34,97,69,26,12,2,1,7,52,3,0,6,20,2,209,8,136,16,62,70,89,219
125,39,40,178,9,16,31,34,33,45,281,203,360,250,128,10,76,51,4,64,40,100,64,19,12,43,147,163,31,37,4,6,11,102,4,0,0,54,1,264,26,232,23,56,68,77,238
320,46,52,264,11,32,64,56,194,71,348,310,775,640,239,14,148,63,20,122,64,229,168,104,25,56,240,241,44,74,17,15,51,195,53,24,9,207,3,460,60,313,89,130,189,148,283
574,75,79,362,46,81,104,153,371,221,871,678,1322,990,348,15,196,103,58,251,101,331,342,190,53,119,469,274,101,133,39,28,115,278,94,70,22,308,8,858,149,433,232,239,323,230,348
1030,113,143,531,83,95,101,303,424,291,1460,967,2182,1422,518,38,231,170,137,413,152,504,480,348,130,252,817,444,117,152,87,94,440,593,311,153,51,394,43,1146,213,736,412,397,347,252,410
1662,191,244,671,190,122,205,471,581,519,2941,1625,3756,2444,580,69,250,223,229,847,259,1026,935,539,249,626,1592,937,217,163,179,282,1145,1104,802,296,146,782,64,2092,403,1326,898,772,803,602,605
2240,286,347,985,417,131,448,1050,763,937,4990,2771,5766,4136,909,113,297,270,369,1747,540,1944,2132,840,727,1135,2922,1716,536,266,320,405,2116,2369,1511,401,456,1225,210,4044,622,1790,1382,1215,1536,1373,1069
2610,494,648,1351,522,278,843,2079,1036,1288,5848,3166,6325,4820,1454,200,345,527,796,2207,1045,3118,3342,1303,1117,1866,3283,2558,688,360,522,564,2286,2965,1718,717,912,1430,567,5379,958,2136,2037,2037,2663,2007,1561
2176,613,920,991,817,237,1219,2843,845,1012,4317,3068,4335,3449,1037,283,375,676,603,1884,2174,3138,3744,1052,1320,1741,3873,2177,679,407,676,521,1896,2273,980,638,1093,1119,902,5571,863,1823,1970,1678,2016,2064,1842
2262,1236,1402,1680,891,582,1683,3618,1690,2310,7570,6292,9456,8236,1625,721,644,979,1335,2362,2366,5527,6319,1942,1362,2812,6553,4582,1213,956,965,717,2126,2595,1643,1002,1507,1794,1523,8233,1364,2658,2775,2390,3117,3774,2293
3646,2192,2301,3629,1413,1672,3745,6075,3139,4254,15840,13065,20612,18800,3353,1530,1376,1597,2328,4204,3753,9441,12114,4495,2221,5503,13428,10231,2247,2214,1523,1316,3609,4849,3913,1524,2378,3277,3076,16630,2716,4776,5301,4779,5013,8047,3688
5961,2869,2944,4540,2237,2332,4068,6017,3252,4637,16745,13533,22504,22113,4711,1770,1823,1707,2117,4118,3319,7281,12121,4347,2199,5608,12915,10068,2582,2229,1300,1337,3433,4636,3651,1428,1892,3049,2575,15315,2417,3889,4444,4336,3629,5827,3238
10074,3537,3704,5145,2401,2394,4422,6154,3172,4800,17550,13691,22090,23076,5017,1960,2424,1689,2218,4419,3338,6681,12192,4196,2300,6121,13686,9971,2450,2462,1174,1386,3588,4921,4235,1494,1763,2982,3177,13852,2321,3810,4405,4471,3305,6009,2584
12297,2946,3386,4615,2282,1920,3790,4834,2697,3502,13100,10513,16327,16461,4085,1901,1949,959,1893,4053,2797,5263,9337,3194,2428,5377,11180,8646,1843,2164,1325,1260,3554,4099,4272,1519,1536,2747,3248,10538,1882,3261,3971,3496,3316,5269,2896
8345,1789,2134,2996,1579,1174,2627,3601,1675,2519,7306,6145,9137,8725,2491,1380,972,463,1204,2833,2282,3477,6337,2208,1812,3705,7951,5757,1439,1445,949,968,2944,3094,2670,1220,1142,2386,2199,6346,1225,2182,2508,2199,2518,3486,3230
6947,1471,1695,2459,1348,1012,1939,2600,1422,1979,5374,4733,6963,6499,2185,1220,1067,502,955,2228,1509,2920,5054,1776,1338,2770,6193,4572,1122,1025,853,633,2230,2319,1794,988,1017,1771,1549,3996,850,1504,1520,1314,1839,2513,2503
6036,1138,1528,2265,1376,1001,1686,2114,1191,1672,3725,3263,4988,4822,2012,1227,1103,618,766,2127,1256,2370,4108,1253,906,2239,4603,3163,781,698,554,531,1814,1730,1203,802,827,1400,1115,2699,642,1030,1016,798,1095,1443,1445
4304,1072,1222,1819,1300,833,1323,1299,838,1141,2148,2091,3258,3015,1766,932,946,678,532,1569,1038,1730,2852,880,628,1357,3086,2132,519,396,363,438,1165,1145,828,504,547,885,653,1761,371,652,622,499,529,788,1121
3216,984,1057,1245,1185,677,1055,870,562,716,1511,1371,2185,2029,1656,801,779,566,372,1158,683,1055,2047,564,412,944,1885,1384,323,254,280,296,814,939,483,305,580,731,384,1256,272,407,403,330,365,508,865
2296,770,892,742,942,539,776,499,316,406,853,692,1204,965,1239,568,577,456,179,723,433,479,1141,303,261,532,962,843,151,129,232,232,465,541,290,180,354,431,214,696,142,254,227,160,237,308,642
1496,553,624,528,580,486,616,233,227,225,488,412,788,571,1161,388,353,248,131,410,210,239,621,138,107,267,580,434,115,62,142,110,305,348,173,95,202,225,110,436,113,180,150,109,126,168,466
1072,384,430,291,339,341,470,140,111,101,277,182,452,308,723,200,224,135,85,291,116,130,340,76,44,146,260,245,70,24,86,52,158,188,81,55,91,144,41,218,50,108,85,101,58,67,269
1026,458,423,263,329,301,483,83,89,76,169,137,358,172,624,130,167,98,80,278,109,105,233,40,27,96,219,131,48,14,97,24,67,123,114,23,81,67,32,150,47,102,46,62,78,62,270
1051,393,526,316,312,310,513,110,75,105,212,165,370,237,564,107,177,100,134,302,147,159,235,42,35,66,199,202,20,17,93,31,66,86,155,32,55,51,24,176,74,76,65,135,116,64,190
674,241,455,250,212,188,296,42,48,82,175,110,298,198,301,75,99,69,66,172,48,92,158,28,68,65,125,156,18,8,76,23,47,74,76,29,51,50,6,156,76,70,65,64,114,64,167
367,157,281,78,201,64,148,21,8,30,85,41,95,69,111,52,71,28,11,64,47,28,55,17,27,29,47,66,6,1,34,16,15,41,32,15,29,55,5,125,44,24,60,22,42,19,126
232,83,115,50,62,39,84,37,9,13,45,41,93,60,79,20,27,34,9,25,22,39,29,10,19,37,40,46,12,7,47,17,27,41,41,52,16,29,5,103,34,27,47,19,40,12,97
228,44,97,51,55,25,86,21,35,12,27,51,74,71,43,12,61,28,17,39,19,18,45,26,15,29,30,40,3,4,55,12,16,21,14,62,23,33,5,129,30,39,36,3,46,30,97
153,13,36,29,23,16,66,27,18,5,29,18,66,57,15,4,49,14,8,16,25,10,30,39,6,11,49,24,5,3,25,19,4,14,5,10,4,18,12,102,11,40,36,0,21,30,100
59,9,5,17,22,6,30,15,12,4,37,27,63,43,7,10,27,23,3,13,10,2,10,24,6,7,11,17,0,1,15,31,9,21,1,14,1,8,5,58,16,19,27,8,9,37,133
23,8,3,2,3,3,15,14,7,0,10,19,50,36,11,15,6,7,0,3,5,11,11,1,4,6,15,14,1,2,5,6,0,6,2,0,1,3,1,27,4,4,18,9,2,29,147
21,2,0,0,1,0,7,23,3,2,7,27,29,8,4,3,3,2,0,1,1,1,13,3,1,0,10,3,1,1,0,3,1,0,2,0,0,0,0,38,2,3,12,21,17,36,99
19,0,0,7,1,0,22,41,5,0,12,5,35,16,1,6,0,2,0,1,1,2,10,2,0,0,6,0,3,0,0,2,9,3,2,1,0,0,1,34,0,1,4,12,20,29,119
6,1,0,16,0,0,53,34,4,0,2,13,13,17,0,1,0,0,0,8,1,1,6,4,0,2,3,6,0,0,0,3,2,0,1,0,0,3,0,8,20,1,15,18,35,35,90
4,1,0,7,0,0,49,22,6,0,3,24,28,6,0,2,2,0,0,3,2,1,5,8,2,0,5,0,0,0,1,0,0,0,43,0,0,3,0,4,15,0,3,2,14,38,125
4,1,0,3,0,0,34,21,2,1,9,14,22,7,0,6,2,0,2,0,2,0,5,0,2,7,6,1,0,1,10,5,0,0,9,0,0,0,0,3,5,2,1,2,10,28,128
0,0,1,1,0,0,17,3,0,0,14,5,6,4,0,5,0,0,0,1,2,2,6,1,0,6,5,0,1,0,1,2,0,4,0,0,0,0,0,6,13,7,0,0,6,38,116
1,0,1,0,0,0,13,7,6,0,11,3,8,5,0,0,0,0,0,0,0,6,7,26,0,3,4,0,0,0,2,2,0,10,2,0,4,1,0,0,4,3,0,0,9,30,98
2,0,0,0,0,0,5,9,3,1,5,3,10,13,0,0,0,0,0,0,0,6,24,8,0,1,10,0,0,0,1,0,0,25,0,0,1,0,0,15,1,0,4,0,6,11,98
0,0,0,2,1,0,1,2,0,0,1,1,9,14,0,0,0,1,0,0,1,4,5,4,0,0,11,1,0,0,1,1,0,22,2,0,4,0,0,4,0,0,1,2,0,7,89
0,1,0,4,2,0,0,2,2,0,0,2,12,8,0,0,0,3,0,0,0,8,6,0,0,1,5,0,0,0,6,0,0,9,0,3,1,0,0,4,7,0,2,2,0,4,97
4,0,0,0,0,0,1,5,3,0,0,2,4,6,6,0,0,0,2,0,0,7,6,1,0,1,5,3,0,0,0,0,0,1,0,1,1,0,2,2,4,0,1,13,4,1,83
10,0,0,0,0,0,2,4,10,1,5,2,10,7,0,0,1,1,0,0,0,9,8,1,0,0,12,2,11,0,0,0,17,1,16,0,0,0,0,4,13,0,9,38,3,5,65
0,0,0,1,0,1,5,11,10,0,8,3,34,31,4,7,0,3,0,1,0,14,15,4,0,0,15,5,2,9,0,0,13,1,0,0,0,11,8,22,20,4,7,19,0,11,39
1,0,0,2,1,4,7,4,3,2,28,22,87,71,1,0,2,3,1,3,4,14,88,5,0,11,47,29,0,14,1,0,6,6,3,1,0,32,10,11,20,5,4,19,3,3,77
1,0,1,4,0,3,4,22,3,0,15,18,79,61,2,0,1,1,2,3,8,2,88,1,4,14,40,11,5,6,2,2,6,2,1,1,2,41,8,19,0,3,14,4,6,11,147
2,0,10,6,2,3,18,14,8,0,44,38,71,60,1,6,0,0,1,2,13,5,64,2,7,6,45,15,2,1,1,0,3,15,1,0,0,8,3,32,2,8,28,7,4,23,214
4,5,7,23,1,5,18,9,7,1,35,51,100,84,18,4,8,0,1,1,12,12,51,18,5,10,64,9,9,1,0,14,1,20,6,0,0,11,1,22,0,4,18,11,0,5,162
17,6,2,29,0,11,6,11,2,1,18,48,42,56,3,0,20,0,3,6,10,12,16,17,6,6,69,13,2,0,1,10,4,17,2,0,2,2,1,31,2,0,28,4,1,1,79
81,16,6,11,0,26,4,14,2,0,35,50,56,55,3,0,24,0,1,2,11,22,27,97,6,17,99,20,4,4,2,8,14,24,3,0,4,10,0,14,0,4,38,5,0,8,128
96,10,10,6,0,12,3,17,0,2,46,41,64,32,2,9,14,2,9,2,11,28,24,81,3,9,90,15,27,1,1,3,13,14,10,0,11,18,0,51,0,1,36,3,0,10,122
42,9,2,13,0,18,8,23,5,2,77,39,83,45,1,7,4,5,9,4,30,18,31,80,5,14,106,13,17,0,2,13,14,18,24,1,24,15,0,60,1,2,36,2,2,33,72
37,35,13,51,0,18,9,55,17,0,158,100,184,49,2,10,11,4,7,3,26,16,64,103,15,25,182,40,45,22,11,25,25,35,15,1,30,5,1,95,3,3,37,3,1,35,79
80,30,9,51,0,13,5,46,14,4,186,106,251,116,9,2,7,9,10,13,34,32,93,79,8,22,121,54,39,18,10,8,19,43,19,4,29,6,2,97,8,10,38,5,8,57,61
141,77,18,36,3,1,16,80,9,9,217,104,208,189,31,30,11,22,5,36,33,56,140,96,16,45,173,92,43,25,17,8,33,59,15,5,39,7,0,147,8,46,37,5,15,109,60
269,111,14,19,22,4,45,100,14,63,308,176,392,268,82,74,57,29,7,79,71,66,273,131,25,71,379,237,98,126,8,13,60,103,26,6,97,11,10,218,30,41,69,34,18,153,92
882,108,27,62,61,33,59,145,26,81,406,519,654,592,199,110,95,36,21,111,126,92,669,172,27,77,718,404,60,142,10,29,98,104,56,9,188,35,34,418,29,85,161,107,32,254,75
2138,112,93,97,114,158,77,263,58,227,733,811,1113,1208,335,181,138,91,95,253,301,196,1640,363,100,131,1165,759,286,176,26,23,126,168,100,31,335,103,55,803,45,154,310,264,68,392,174
5059,132,171,278,202,253,169,675,177,462,1865,1828,3233,2882,435,394,378,181,191,555,804,621,4609,877,193,474,2807,1414,578,253,105,65,292,338,237,90,402,214,236,1809,164,538,888,421,242,1025,373
7152,220,310,327,415,273,365,1019,432,661,2506,1925,4507,3632,522,354,473,299,304,1112,1769,1283,5937,985,519,933,3337,1906,531,363,138,146,476,427,286,173,364,332,539,2691,311,733,1162,563,345,904,556
7252,434,851,587,941,301,1123,2478,566,1014,3193,2378,3145,2760,832,287,607,526,463,1617,4224,2455,9052,1173,1231,1810,4422,1946,406,402,296,336,730,1059,633,343,545,478,1445,5015,599,1358,1757,934,787,1670,1655
8319,809,1755,2779,938,928,2678,4729,2242,3367,10373,8596,13064,12959,2801,1117,1420,1536,1580,3817,4693,7258,14699,2891,2069,4437,11117,7006,1730,1596,730,552,2280,2897,2266,944,1218,1736,2409,10271,1801,3406,4703,2197,2577,4815,2422
7384,1568,2602,4462,1515,1583,4537,8166,3989,5180,17857,13629,21850,20642,4807,2013,2701,2298,1997,5054,5403,9649,15963,3529,3022,6448,13920,10316,2097,2009,1202,1032,3808,4473,2836,1370,1741,2924,3168,13301,2081,3876,4504,3511,3187,5223,3169
8119,2430,3062,6632,2530,2349,5245,7426,5092,5106,21527,15477,26635,24596,6993,2351,3070,1989,2191,5631,3736,7746,12055,3650,2363,6355,14493,10529,2283,1874,1285,1284,3995,5022,3235,1575,1969,2393,2449,12414,1923,3900,3831,3796,3210,4725,2847
8023,2041,2577,5583,1938,1960,4265,5737,3899,3936,16881,12060,18862,18686,5626,1768,2483,1387,1977,3965,2398,5327,7455,2279,1930,4754,10457,7081,1947,1307,1083,1196,3135,4054,2622,1474,1749,1851,1805,8475,1294,2742,2372,3024,2760,3633,2734
5663,1544,1798,3133,1310,1417,2645,3158,2306,2399,9794,6269,10304,10326,3190,976,1561,820,1235,2418,1388,3237,4415,1381,1233,2818,6354,4280,1121,817,677,876,1934,2997,1773,936,1252,1480,1066,5406,691,1768,1588,2037,1790,2349,2059
3471,962,1090,1472,765,788,1777,1469,1039,1221,3993,2545,4281,3794,1749,513,805,529,549,1327,764,1321,2130,594,665,1307,2803,1726,461,323,346,519,1046,1567,894,370,622,846,500,2717,356,829,709,1118,1007,965,1348
2322,786,808,1292,678,783,1374,932,741,819,2547,1728,2739,2659,1388,541,602,408,428,1024,557,979,1434,404,325,919,1961,1290,329,194,361,328,756,1130,777,283,424,632,383,1837,271,901,645,708,816,590,768
1847,678,605,858,472,558,1032,530,408,660,1539,1181,1434,1373,987,288,459,257,192,781,401,559,954,300,234,577,1381,805,251,104,234,214,559,764,513,181,318,533,187,1149,160,535,342,491,516,419,564
1359,571,442,734,491,425,730,299,307,463,1012,690,912,755,710,163,332,226,95,585,251,311,584,196,111,388,964,582,152,86,204,285,352,587,482,108,258,369,86,775,95,418,244,336,326,248,355
1022,726,350,558,443,300,489,143,170,291,546,365,525,494,470,111,208,232,54,374,162,179,442,122,62,318,559,377,136,52,174,166,179,381,372,95,246,225,51,608,140,346,198,248,264,178,337
776,618,277,513,521,218,357,127,178,160,439,286,402,370,425,111,156,155,55,247,166,158,565,93,52,264,504,355,83,46,142,159,139,368,234,63,232,201,20,514,140,339,170,212,274,134,302
478,346,149,323,351,192,265,109,98,178,417,201,342,276,353,88,146,77,44,148,84,130,372,61,38,194,347,186,58,22,65,62,110,214,109,48,173,200,11,309,96,230,156,130,179,125,277
364,326,138,230,432,149,279,106,73,121,277,180,439,287,298,69,104,96,47,155,91,148,264,84,48,146,285,168,47,11,57,66,79,169,83,55,115,129,25,180,62,170,90,85,118,78,204
325,277,175,290,383,151,290,148,139,126,370,238,554,361,258,81,158,63,31,210,146,201,360,91,96,169,328,207,54,13,76,80,74,196,72,32,106,125,20,320,86,177,103,83,107,101,231
505,217,219,315,339,253,452,240,130,314,766,506,1339,711,313,113,173,91,107,305,151,407,546,149,141,374,644,338,107,51,117,104,120,212,141,98,103,188,23,246,106,184,91,100,97,148,219
397,198,281,195,336,133,402,97,105,141,710,377,1089,596,260,68,112,73,159,306,120,255,522,171,85,321,760,387,110,52,81,50,91,131,155,44,63,158,19,183,60,123,69,64,71,161,260
349,114,180,69,249,38,256,107,51,33,209,137,229,124,48,18,41,55,19,108,128,86,252,44,80,129,266,95,10,8,45,53,67,95,28,28,12,38,21,119,16,63,41,73,27,38,407
145,71,123,89,97,29,143,73,31,43,175,110,337,192,61,30,37,27,9,103,90,63,193,40,31,113,192,157,22,10,38,13,53,45,27,18,18,75,23,58,30,23,24,34,15,39,267
221,76,115,113,59,76,232,86,44,49,239,160,361,260,101,18,68,44,11,132,118,82,277,62,20,164,215,177,32,18,44,31,51,31,29,21,35,70,11,136,37,47,28,28,24,48,258
125,34,51,85,61,56,116,56,30,24,112,147,218,171,32,14,41,25,13,72,108,60,202,45,24,76,206,118,23,4,22,11,31,18,13,19,24,40,13,93,15,50,28,16,30,43,277
81,36,13,41,42,33,60,39,40,9,91,171,143,99,21,16,20,25,2,39,113,34,119,21,20,104,192,99,10,4,29,9,11,2,7,9,17,19,7,93,7,56,36,6,41,37,319
29,30,6,13,28,18,80,9,15,4,72,69,110,55,4,30,31,5,9,15,86,26,73,25,19,84,130,65,14,1,1,5,1,6,6,11,4,10,1,84,7,20,10,8,11,13,361
41,9,7,6,8,10,39,4,10,3,25,35,87,38,10,13,20,1,4,7,43,32,55,22,17,28,96,47,7,0,0,0,6,2,1,3,3,2,4,58,11,4,2,5,3,15,397
49,10,10,9,4,4,26,12,3,3,27,28,67,35,5,4,6,0,0,6,17,26,35,9,29,17,32,27,1,1,0,0,2,1,0,0,0,6,0,42,2,1,1,1,3,1,415
26,12,8,4,2,0,12,9,0,7,54,15,31,52,1,3,3,6,0,0,30,10,13,6,26,22,35,12,0,0,0,0,3,0,0,0,0,11,0,20,9,7,3,0,2,7,437
10,1,1,1,2,0,10,1,1,4,22,10,24,57,3,9,1,6,0,3,22,5,21,2,10,28,21,20,6,1,0,1,4,3,0,0,0,13,0,36,8,12,0,4,3,2,472
5,3,3,2,4,1,5,6,0,1,42,4,36,87,17,17,1,3,0,0,7,25,14,2,5,3,13,14,2,0,0,1,1,0,6,2,0,8,0,41,2,7,2,3,1,0,523
5,2,1,2,1,0,7,2,3,3,15,12,36,63,25,17,6,0,1,0,6,7,16,5,3,6,26,19,0,0,0,0,2,0,0,1,0,22,0,30,0,19,0,5,10,2,540
12,3,1,7,0,4,18,0,0,1,19,10,34,62,37,6,7,0,3,0,2,4,10,0,4,8,16,2,1,0,0,0,3,2,20,0,0,23,0,32,5,13,2,0,12,5,392
8,1,3,1,0,18,14,4,0,6,17,26,55,77,12,0,1,0,5,0,4,8,7,6,4,15,17,2,0,0,0,2,0,11,12,0,1,26,0,23,0,3,3,2,12,14,527
4,4,6,3,0,4,28,1,1,2,7,18,50,59,2,5,1,0,15,3,3,18,19,5,7,12,23,7,1,0,0,1,1,26,6,0,1,12,0,23,3,2,4,3,9,9,617
6,4,12,1,1,4,23,13,5,1,10,10,61,26,10,1,4,1,7,2,4,10,12,6,1,15,13,6,2,3,1,1,1,10,4,0,0,23,0,15,3,4,5,12,4,7,711
1,2,1,2,2,1,11,7,5,2,19,21,51,34,7,4,2,0,4,4,4,8,9,27,1,8,14,10,0,0,0,0,6,11,13,0,0,8,0,30,6,5,4,27,9,11,766
5,4,1,14,0,5,10,13,5,9,107,64,100,58,23,8,9,3,1,10,2,12,9,4,4,13,25,13,2,27,3,0,1,16,19,0,3,18,1,37,3,4,16,16,32,22,1178
2,24,0,39,1,0,25,21,2,27,143,170,202,118,38,13,35,4,28,18,17,91,40,24,3,63,81,62,15,30,10,0,11,27,48,1,12,16,2,116,13,59,14,34,69,67,1978
28,2,52,54,7,10,38,34,3,44,196,195,387,126,33,9,58,29,40,9,23,55,158,31,9,82,105,96,10,15,10,3,8,18,38,0,31,41,23,238,61,182,7,91,58,96,2895
27,8,25,51,11,11,26,45,11,11,99,137,436,155,18,15,69,17,38,6,11,19,136,54,11,75,115,54,15,7,9,0,36,22,41,6,15,52,50,317,79,80,12,60,96,99,3029
42,3,18,52,23,16,54,71,7,2,104,91,398,173,33,12,64,7,33,20,20,45,100,45,6,63,90,38,21,1,4,7,32,21,40,5,19,31,42,234,66,45,37,79,51,199,1979
141,2,31,38,27,22,59,50,14,8,97,131,435,305,95,32,67,15,37,10,14,60,79,78,18,58,93,27,12,6,6,5,17,19,52,2,3,31,21,456,67,65,66,30,76,356,1556
170,17,53,35,10,8,91,54,14,10,123,138,409,267,140,21,51,21,14,9,19,62,133,34,13,112,65,52,7,11,6,1,17,44,38,7,3,65,8,349,108,59,47,34,52,375,1045
256,8,79,26,16,11,70,57,18,15,96,96,243,268,106,35,42,14,27,9,23,45,85,16,10,60,70,31,16,1,2,26,10,112,19,2,4,38,4,234,67,60,72,27,36,198,790
389,21,92,40,21,9,63,82,27,12,118,168,284,335,156,30,44,6,43,18,19,80,124,9,19,44,77,33,16,4,3,23,22,156,34,7,18,33,6,288,39,45,90,41,108,153,504
388,103,84,74,10,22,83,81,52,20,161,200,459,423,102,22,26,7,18,35,23,160,114,16,6,48,106,48,19,7,2,12,16,164,46,3,19,57,8,434,55,49,117,22,99,249,413
441,161,87,75,36,37,96,135,58,26,115,208,460,392,145,23,48,25,34,45,60,154,156,8,14,48,139,49,31,13,2,14,29,199,63,14,12,53,15,401,52,162,144,25,77,245,258
1013,191,123,203,198,109,174,166,77,79,269,427,828,928,193,144,146,57,32,113,145,158,374,24,21,91,254,84,48,37,2,13,47,332,106,23,18,63,7,639,53,254,209,25,120,341,149
2226,525,151,483,216,236,322,300,107,109,575,485,1225,1396,316,238,290,55,61,214,203,226,637,63,96,207,363,312,78,74,11,19,97,580,195,33,25,68,25,961,91,289,328,118,175,399,187
3687,1006,278,868,246,283,688,554,223,196,1502,971,2547,2540,580,500,505,122,95,354,264,393,1069,191,268,352,598,637,112,172,41,66,147,945,518,42,60,143,49,1247,143,398,529,232,309,500,223
5550,1422,519,1789,573,354,1063,1026,466,275,2894,1847,4288,4616,1212,927,604,135,213,789,455,650,1943,453,521,821,1165,946,203,162,104,241,387,1559,1061,213,68,262,100,1925,241,402,809,620,407,663,257
6578,1569,752,2509,880,742,1611,1795,943,689,5376,3555,6972,6863,1718,1154,780,251,439,1571,776,1290,3223,918,799,1555,2500,2008,365,222,225,639,685,2178,2140,357,256,490,257,3135,486,849,1550,1137,873,1434,331
5808,1464,1204,2989,1240,1180,2172,2359,1682,1237,7630,5323,9119,8419,2209,1290,981,464,645,2314,1444,1887,5372,1458,972,2149,4120,3237,679,354,523,845,1112,2613,2778,575,547,734,511,4303,628,1197,2067,1677,1132,2151,427
5486,1159,1456,2650,1815,1393,2141,2575,1951,1967,7209,5725,9595,7956,2147,987,1202,727,873,2538,1559,2440,5839,1872,1007,2431,5317,4482,812,540,801,873,1969,2233,2572,602,764,1195,755,4665,940,1432,2083,1785,1473,2361,648
3624,1014,966,809,2441,317,1903,2997,704,1102,2761,1863,1787,1191,780,218,678,617,298,1890,3385,1400,4501,885,1208,1660,3348,1636,165,232,763,894,1280,1246,696,309,664,774,939,2999,613,1233,1103,1170,1001,1187,1302
2374,816,1092,1548,1069,688,1762,2301,1373,1884,4919,4485,5998,5103,1434,594,724,736,845,1712,1615,2880,5093,1460,992,2111,5689,3830,1052,827,545,541,2017,1746,996,599,874,1250,949,4631,1007,1469,1279,1014,1454,2182,1252
1680,650,884,1179,843,657,1508,1956,1069,1816,4427,3972,4876,3997,1362,560,628,955,635,1515,1708,2979,4692,1148,1031,2098,5569,3302,771,862,522,509,1899,1495,858,586,1006,1375,1276,4662,803,1741,1034,1306,1380,2036,1220
1944,621,1218,1337,752,706,1509,1571,1046,1729,4335,4181,5586,5195,1874,627,755,895,765,1542,1400,3095,4903,1383,1032,2115,6358,3710,945,847,474,487,1902,1743,906,605,807,1436,1624,4658,1073,2001,1182,1542,1803,2179,1038
2364,522,1109,980,644,657,1309,1126,812,1362,3805,3436,4651,4421,1645,480,671,569,580,1283,879,2167,3854,1086,783,1550,5065,3113,796,570,339,362,1416,1238,729,405,597,1038,1019,3203,718,1330,897,998,1160,1556,782
2856,305,731,578,361,376,788,636,375,1025,2426,2234,2818,2647,977,256,436,386,398,963,541,1323,2209,634,542,1170,3413,2130,467,339,191,208,942,778,466,216,308,718,519,1757,287,814,508,406,614,930,735
3619,205,648,430,256,243,592,448,215,737,2113,1674,2479,1996,727,178,583,329,272,714,597,974,1976,466,532,1129,3486,1896,475,239,137,179,695,755,282,159,249,479,355,1118,147,399,268,260,387,506,595
3604,168,582,341,190,132,428,267,138,578,1726,1187,2077,1804,565,169,624,168,167,547,494,524,1717,536,403,872,3294,1645,458,157,65,121,577,526,143,90,175,402,199,733,66,325,154,116,211,277,450
3048,177,502,166,191,109,246,206,83,365,1243,857,1484,1456,318,116,498,127,154,426,388,307,1477,411,271,885,2941,1341,369,130,25,112,549,454,154,69,135,256,123,447,46,216,90,58,107,134,338
854,206,585,161,171,151,102,143,53,271,900,516,968,1030,137,127,333,84,129,327,221,195,906,246,200,739,2197,1042,278,70,28,62,379,271,142,42,97,191,56,287,24,171,43,27,59,81,196
220,177,372,108,109,80,41,61,27,89,361,170,372,351,29,72,139,48,49,118,123,63,288,138,77,315,759,399,100,30,35,32,188,158,70,9,51,138,23,123,16,71,25,8,14,46,87
103,142,107,54,49,27,22,12,17,40,108,41,144,79,14,50,77,30,29,56,58,22,114,49,36,145,306,144,25,9,11,15,129,86,25,0,25,35,4,55,13,42,21,1,12,12,59
54,81,58,32,30,7,12,3,5,29,62,18,72,31,16,63,23,14,5,14,29,6,65,24,8,74,157,67,12,3,1,13,82,23,3,0,9,11,6,32,1,21,4,0,5,6,44
31,64,38,16,8,9,8,4,5,3,38,17,13,17,2,23,14,12,1,4,14,7,39,9,11,46,92,39,10,0,12,11,38,6,4,1,9,4,3,18,0,14,5,0,7,6,18
7,77,51,7,4,2,0,2,1,6,12,7,14,14,0,9,6,3,0,0,14,3,22,1,6,19,41,16,1,7,4,3,21,4,0,1,8,5,0,5,2,9,2,0,0,0,15
21,28,57,0,11,2,2,2,0,3,4,4,0,3,1,12,0,2,0,1,10,0,11,2,1,7,10,6,2,0,4,0,8,2,1,1,1,0,1,3,0,0,0,0,2,1,9
9,23,33,1,2,1,1,0,2,0,0,6,2,1,0,0,0,0,0,3,1,1,1,1,0,3,2,6,2,0,2,0,1,0,0,0,0,4,0,2,0,0,0,0,0,3,6
3,14,17,0,1,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,2,0,0,1,4,1,3,0,0,1,0,0,0,1,0,0,1,0,4,0,1,0,0,0,1,4
4,7,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
